Time(s),CELL VOLTAGE 1 (100 uV),CELL VOLTAGE 2 (100 uV),CELL VOLTAGE 3 (100 uV),CELL VOLTAGE 4 (100 uV),CELL VOLTAGE 5 (100 uV),CELL VOLTAGE 6 (100 uV),CELL VOLTAGE 7 (100 uV),CELL VOLTAGE 8 (100 uV),CELL VOLTAGE 9 (100 uV),CELL VOLTAGE 10 (100 uV),CELL VOLTAGE 11 (100 uV),CELL VOLTAGE 12 (100 uV),Temperature 1(C),Temperature 2(C),Temperature 3(C)
766.187,40204,40231,40225,39952,40040,40043,39977,40047,39997,39981,39996,39938,30,26,29,29
771.193,40205,40239,40230,39965,40034,40032,39960,40044,40000,40021,40013,39952,30,26,29,29
776.579,40215,40246,40240,39971,40055,40057,39995,40062,40013,39997,40013,39953,30,26,29,29
781.167,40224,40254,40248,39977,40064,40066,40002,40073,40023,40006,40019,39961,30,26,29,29
786.636,40223,40259,40250,39982,40055,40050,39985,40065,40020,40040,40032,39972,30,26,29,29
791.141,40231,40267,40257,39991,40065,40060,39990,40073,40026,40048,40042,39982,30,26,29,29
796.177,40241,40274,40265,39995,40078,40077,40038,40087,40036,40026,40038,39975,30,26,29,29
801.182,40243,40278,40271,40002,40079,40072,40006,40087,40040,40060,40055,39992,30,26,29,29
806.650,40266,40288,40289,40016,40109,40114,40027,40116,40069,40048,40061,40004,30,26,29,29
811.208,40261,40292,40284,40011,40103,40097,40061,40104,40056,40045,40058,39996,30,26,29,29
816.233,40266,40303,40294,40025,40107,40098,40030,40110,40065,40086,40081,40017,30,26,29,29
821.254,40285,40309,40307,40035,40128,40131,40054,40138,40088,40068,40081,40027,30,26,29,29
826.150,40285,40319,40308,40045,40122,40117,40043,40126,40087,40105,40099,40038,30,26,30,30
831.351,40301,40325,40323,40049,40144,40147,40070,40153,40105,40084,40098,40042,30,26,30,30
836.269,40296,40333,40324,40056,40135,40129,40059,40141,40097,40117,40111,40050,30,26,30,30
841.297,40306,40339,40330,40058,40150,40144,40105,40152,40103,40094,40106,40043,30,26,30,30
846.243,40315,40348,40339,40073,40154,40146,40073,40156,40118,40136,40130,40066,30,26,30,30
851.277,40331,40353,40353,40077,40179,40182,40093,40186,40138,40115,40129,40072,30,27,30,30
856.213,40327,40364,40353,40086,40170,40162,40089,40172,40129,40150,40144,40081,30,27,30,30
861.336,40342,40372,40368,40091,40189,40189,40121,40194,40146,40128,40142,40084,30,27,30,30
866.194,40341,40378,40369,40099,40182,40172,40105,40186,40141,40161,40156,40090,30,27,30,30
871.671,40361,40387,40385,40108,40206,40206,40130,40211,40165,40145,40159,40101,30,27,30,30
876.273,40365,40394,40388,40111,40209,40206,40149,40212,40163,40149,40162,40104,30,27,30,30
881.320,40363,40399,40392,40115,40203,40189,40128,40207,40158,40180,40174,40109,30,27,30,30
886.248,40379,40409,40405,40126,40224,40225,40160,40227,40179,40164,40178,40119,30,27,30,30
891.235,40377,40413,40407,40128,40215,40200,40143,40219,40173,40194,40187,40121,30,27,30,30
896.794,40394,40424,40417,40139,40237,40234,40181,40238,40189,40176,40190,40130,30,27,30,30
901.211,40399,40432,40423,40142,40239,40231,40192,40240,40193,40181,40192,40132,30,27,30,30
906.837,40408,40446,40430,40160,40246,40240,40159,40251,40206,40229,40223,40162,30,27,30,30
911.709,40410,40452,40439,40161,40246,40239,40170,40255,40206,40229,40221,40162,30,27,30,30
916.367,40425,40456,40449,40165,40267,40258,40212,40267,40218,40205,40220,40158,30,27,30,30
921.231,40429,40470,40455,40176,40266,40256,40184,40270,40223,40245,40238,40178,30,27,30,30
926.322,40441,40474,40467,40180,40278,40272,40229,40281,40231,40219,40232,40172,31,27,30,30
931.693,40448,40487,40473,40196,40286,40279,40194,40287,40244,40267,40260,40200,31,27,30,30
936.435,40451,40492,40480,40194,40287,40274,40206,40290,40240,40264,40257,40193,31,27,30,30
941.262,40461,40496,40486,40198,40297,40283,40258,40296,40247,40239,40249,40189,31,27,30,30
946.243,40469,40511,40499,40210,40302,40288,40223,40307,40258,40279,40273,40210,31,27,30,30
951.265,40486,40517,40514,40219,40327,40324,40254,40327,40278,40261,40276,40217,31,27,30,30
956.255,40483,40521,40515,40219,40315,40296,40238,40317,40268,40289,40284,40218,31,27,30,30
961.343,40506,40532,40533,40236,40342,40345,40256,40349,40302,40278,40292,40240,31,27,30,30
966.234,40499,40539,40534,40237,40330,40316,40253,40335,40287,40307,40302,40241,31,27,30,30
971.392,40522,40553,40547,40246,40353,40347,40288,40352,40305,40289,40304,40246,31,27,30,30
976.259,40516,40555,40549,40248,40346,40327,40266,40345,40296,40317,40312,40248,31,27,30,30
981.773,40533,40567,40561,40256,40363,40351,40307,40360,40311,40300,40313,40255,31,27,30,30
986.277,40548,40577,40575,40269,40378,40375,40300,40381,40332,40311,40328,40273,31,27,30,30
991.286,40545,40585,40576,40274,40369,40354,40286,40368,40323,40345,40340,40280,31,27,30,30
996.235,40565,40595,40590,40281,40387,40383,40324,40385,40338,40324,40339,40285,31,27,30,30
1001.858,40569,40606,40596,40296,40391,40380,40298,40385,40348,40367,40362,40305,31,27,30,30
1006.252,40575,40616,40605,40303,40398,40385,40306,40392,40355,40374,40370,40311,31,27,30,30
1011.314,40595,40623,40623,40307,40418,40418,40329,40422,40374,40351,40365,40315,31,27,30,30
1016.229,40594,40634,40626,40313,40411,40394,40324,40407,40365,40385,40380,40323,31,27,30,30
1021.273,40608,40642,40636,40317,40428,40416,40361,40423,40374,40361,40376,40321,31,27,30,30
1026.300,40604,40649,40642,40319,40421,40396,40341,40419,40370,40391,40384,40323,31,27,31,31
1031.360,40619,40665,40652,40330,40439,40425,40348,40428,40379,40374,40389,40334,31,27,31,31
1036.477,40626,40673,40660,40336,40443,40426,40355,40437,40386,40381,40392,40337,31,27,31,31
1041.462,40638,40685,40671,40347,40447,40430,40359,40444,40395,40418,40414,40358,31,27,31,31
1046.762,40657,40691,40686,40355,40467,40460,40396,40463,40417,40400,40415,40364,31,27,31,31
1051.275,40665,40702,40694,40362,40472,40457,40411,40466,40418,40405,40421,40367,31,27,31,31
1056.499,40669,40713,40699,40368,40470,40451,40384,40466,40418,40441,40436,40381,31,27,31,31
1061.310,40682,40728,40714,40381,40492,40488,40390,40477,40431,40423,40439,40392,31,27,31,31
1066.288,40692,40733,40723,40375,40503,40497,40397,40483,40443,40422,40449,40402,31,28,31,31
1071.295,40696,40739,40731,40389,40493,40469,40410,40484,40438,40462,40457,40402,31,28,31,31
1076.443,40713,40758,40744,40403,40517,40511,40411,40502,40456,40446,40464,40419,31,28,31,31
1081.310,40719,40762,40754,40396,40522,40513,40420,40503,40460,40443,40468,40423,31,28,31,31
1086.312,40729,40772,40764,40416,40522,40498,40432,40514,40465,40487,40485,40432,31,28,31,31
1091.264,40744,40791,40775,40425,40543,40539,40435,40526,40481,40471,40488,40443,31,28,31,31
1096.487,40744,40788,40782,40424,40533,40504,40448,40524,40473,40497,40493,40440,31,28,31,31
1101.265,40758,40806,40793,40436,40550,40528,40454,40538,40487,40481,40495,40449,31,28,31,31
1106.339,40769,40818,40804,40445,40546,40524,40462,40543,40496,40517,40510,40463,31,28,31,31
1111.754,40778,40827,40814,40451,40564,40541,40472,40550,40501,40496,40509,40465,31,28,31,31
1116.298,40792,40841,40826,40463,40576,40561,40477,40561,40515,40508,40523,40481,31,28,31,31
1121.301,40805,40854,40839,40472,40591,40575,40485,40571,40523,40518,40533,40491,31,28,31,31
1126.347,40813,40857,40848,40465,40595,40570,40495,40576,40526,40514,40539,40496,32,28,31,31
1131.313,40824,40867,40859,40485,40593,40567,40502,40580,40535,40558,40554,40510,32,28,31,31
1136.249,40837,40886,40871,40497,40617,40601,40509,40597,40548,40541,40559,40521,32,28,31,31
1141.800,40845,40890,40882,40485,40618,40591,40519,40597,40548,40537,40561,40520,32,28,31,31
1146.312,40858,40902,40893,40495,40629,40602,40527,40607,40559,40545,40570,40532,32,28,31,31
1151.300,40871,40917,40905,40523,40631,40607,40535,40619,40574,40596,40593,40553,32,28,31,31
1156.362,40885,40933,40915,40532,40657,40645,40539,40630,40588,40578,40598,40565,32,28,31,31
1161.325,40893,40938,40928,40525,40658,40641,40550,40634,40590,40573,40600,40566,32,28,31,31
1166.318,40908,40952,40942,40552,40660,40637,40558,40643,40602,40624,40622,40589,32,28,31,31
1171.327,40906,40958,40946,40549,40666,40632,40573,40647,40597,40593,40607,40570,32,28,31,31
1176.302,40921,40971,40960,40558,40678,40645,40581,40658,40608,40603,40618,40583,32,28,31,31
1181.359,40941,40991,40973,40575,40699,40685,40583,40673,40628,40619,40639,40609,32,28,31,31
1186.404,40951,40997,40986,40568,40703,40681,40594,40677,40631,40617,40645,40614,32,28,31,31
1191.286,40964,41010,40998,40596,40708,40683,40600,40685,40647,40666,40668,40637,32,28,31,31
1196.351,40967,41020,41006,40593,40715,40679,40614,40692,40642,40637,40655,40624,32,28,31,31
1201.309,40980,41032,41017,40602,40722,40689,40623,40701,40651,40648,40662,40634,32,28,31,31
1206.379,40993,41044,41029,40612,40734,40700,40632,40710,40661,40658,40673,40646,32,28,31,31
1211.419,41008,41061,41044,40626,40750,40726,40640,40725,40676,40671,40690,40663,32,28,32,32
1216.394,41019,41074,41056,40636,40757,40731,40648,40730,40685,40679,40696,40672,32,28,32,32
1221.438,41032,41085,41068,40642,40768,40741,40656,40741,40694,40689,40706,40684,32,28,32,32
1226.379,41041,41094,41079,40650,40775,40741,40665,40749,40697,40695,40711,40688,32,28,32,32
1231.345,41056,41108,41091,40661,40786,40754,40676,40759,40711,40707,40722,40702,32,28,32,32
1236.433,41074,41124,41104,40675,40802,40781,40682,40771,40725,40718,40739,40720,32,28,32,32
1241.401,41083,41129,41116,40669,40811,40782,40692,40777,40730,40718,40746,40727,32,28,32,32
1246.308,41090,41139,41127,40689,40807,40771,40703,40784,40738,40761,40760,40734,32,28,32,32
1251.325,41103,41156,41140,40699,40826,40793,40714,40796,40747,40743,40762,40745,32,28,32,32
1256.339,41116,41170,41151,40709,40835,40804,40722,40807,40758,40755,40772,40756,32,28,32,32
1261.357,41129,41181,41162,40720,40846,40816,40732,40816,40769,40764,40782,40768,32,29,32,32
1266.539,41143,41196,41176,40734,40865,40843,40737,40828,40782,40778,40798,40785,32,29,32,32
1271.352,41149,41197,41185,40723,40865,40824,40752,40831,40786,40771,40798,40782,32,29,32,32
1276.405,41172,41216,41200,40763,40878,40852,40756,40845,40812,40832,40836,40819,32,29,32,32
1281.426,41176,41230,41211,40760,40889,40853,40772,40854,40807,40803,40822,40809,32,29,32,32
1286.384,41194,41246,41223,40774,40906,40883,40779,40868,40822,40818,40840,40831,32,29,32,32
1291.302,41206,41254,41237,40772,40916,40897,40786,40875,40839,40817,40849,40844,32,29,32,32
1296.420,41219,41265,41248,40798,40915,40885,40798,40883,40846,40868,40871,40858,32,29,32,32
1301.347,41222,41276,41258,40799,40927,40887,40813,40894,40843,40840,40860,40849,32,29,32,32
1306.316,41241,41294,41272,40814,40947,40915,40819,40908,40862,40856,40877,40870,32,29,32,32
1311.325,41250,41300,41284,40808,40951,40919,40831,40912,40869,40854,40883,40878,32,29,32,32
1316.465,41267,41315,41297,40841,40960,40929,40837,40924,40888,40909,40915,40907,33,29,32,32
1321.358,41271,41323,41305,40839,40967,40927,40853,40933,40883,40882,40901,40892,33,29,32,32
1326.374,41287,41340,41320,40854,40986,40945,40861,40947,40897,40896,40915,40910,33,29,32,32
1331.377,41305,41357,41333,40869,41003,40975,40870,40959,40914,40909,40933,40928,33,29,32,32
1336.400,41314,41361,41344,40864,41009,40975,40882,40966,40923,40909,40939,40937,33,29,32,32
1341.403,41319,41369,41353,40880,41006,40957,40896,40974,40924,40946,40949,40938,33,29,32,32
1346.411,41333,41388,41366,40896,41025,40982,40906,40991,40939,40936,40957,40953,33,29,32,32
1351.397,41352,41403,41379,40911,41043,41012,40913,41003,40956,40953,40975,40972,33,29,32,32
1356.371,41360,41407,41391,40905,41053,41013,40926,41010,40964,40951,40982,40978,33,29,32,32
1361.329,41368,41416,41402,40925,41050,41002,40939,41019,40969,40990,40991,40984,33,29,32,32
1366.398,41382,41434,41413,40939,41073,41027,40946,41032,40981,40979,41001,40997,33,29,32,32
1371.491,41395,41447,41425,40952,41087,41043,40958,41043,40994,40991,41014,41012,33,29,32,32
1376.412,41411,41462,41437,40964,41101,41064,40967,41057,41010,41005,41028,41028,33,29,32,32
1381.331,41421,41473,41451,40974,41108,41067,40980,41065,41018,41015,41036,41034,33,29,32,32
1386.411,41429,41481,41459,40982,41114,41070,40992,41076,41024,41021,41044,41038,33,29,32,32
1391.367,41444,41496,41472,40998,41130,41090,41001,41089,41040,41038,41056,41059,33,29,33,33
1396.450,41460,41509,41483,41011,41148,41117,41010,41103,41056,41052,41076,41076,33,29,33,33
1401.434,41464,41512,41493,41004,41147,41106,41025,41107,41060,41047,41077,41076,33,29,33,33
1406.415,41475,41522,41504,41027,41152,41104,41038,41118,41067,41089,41095,41086,33,29,33,33
1411.392,41489,41539,41517,41041,41173,41129,41046,41131,41083,41080,41104,41101,33,29,33,33
1416.365,41500,41550,41528,41053,41186,41141,41058,41143,41094,41089,41112,41109,33,29,33,33
1421.431,41514,41564,41540,41067,41196,41154,41069,41155,41107,41103,41126,41124,33,29,33,33
1426.426,41528,41577,41551,41080,41214,41173,41079,41168,41121,41117,41139,41141,33,29,33,33
1431.419,41530,41583,41558,41085,41215,41167,41094,41176,41124,41119,41143,41139,33,29,33,33
1436.472,41550,41600,41575,41105,41237,41199,41101,41192,41144,41140,41164,41162,33,29,33,33
1441.364,41559,41609,41585,41114,41247,41206,41114,41201,41156,41152,41172,41172,33,29,33,33
1446.415,41574,41623,41596,41127,41261,41226,41123,41214,41169,41165,41186,41185,33,30,33,33
1451.370,41587,41630,41607,41129,41272,41244,41134,41222,41186,41167,41200,41200,33,30,33,33
1456.454,41592,41637,41617,41136,41281,41237,41148,41234,41187,41174,41206,41202,33,30,33,33
1461.491,40907,40956,40930,40443,40580,40541,40478,40512,40495,40491,40529,40500,33,30,33,33
1466.427,40850,40905,40872,40402,40523,40492,40416,40456,40440,40444,40471,40445,33,30,33,33
1471.467,40814,40867,40831,40366,40489,40474,40368,40416,40405,40404,40436,40412,33,30,33,33
1476.422,40773,40823,40795,40312,40445,40417,40336,40373,40358,40353,40393,40365,33,30,33,33
1481.510,40748,40799,40768,40290,40422,40404,40304,40348,40337,40326,40369,40339,33,30,33,33
1486.484,40716,40768,40738,40258,40385,40356,40281,40320,40301,40297,40333,40301,33,30,33,33
1491.478,40693,40752,40716,40251,40364,40335,40259,40298,40278,40283,40312,40278,33,30,33,33
1496.555,40679,40737,40699,40238,40352,40335,40237,40283,40269,40267,40300,40269,33,30,33,33
1501.438,40663,40721,40684,40221,40333,40320,40218,40266,40251,40251,40283,40252,33,30,33,33
1506.434,40643,40695,40666,40186,40311,40284,40209,40244,40224,40220,40259,40223,33,30,33,33
1511.446,40630,40687,40650,40187,40295,40269,40195,40231,40211,40216,40246,40206,33,30,33,33
1516.435,40618,40673,40639,40177,40284,40259,40184,40220,40199,40204,40234,40193,33,30,33,33
1521.442,40606,40662,40627,40165,40273,40245,40172,40209,40187,40192,40221,40183,34,30,33,33
1526.445,40598,40654,40618,40159,40264,40246,40162,40200,40182,40182,40214,40176,34,30,33,33
1531.544,40591,40649,40611,40153,40258,40239,40150,40193,40174,40177,40207,40169,34,30,33,33
