Time(s),CELL VOLTAGE 1 (100 uV),CELL VOLTAGE 2 (100 uV),CELL VOLTAGE 3 (100 uV),CELL VOLTAGE 4 (100 uV),CELL VOLTAGE 5 (100 uV),CELL VOLTAGE 6 (100 uV),CELL VOLTAGE 7 (100 uV),CELL VOLTAGE 8 (100 uV),CELL VOLTAGE 9 (100 uV),CELL VOLTAGE 10 (100 uV),CELL VOLTAGE 11 (100 uV),CELL VOLTAGE 12 (100 uV),Temperature 1(C),Temperature 2(C),Temperature 3(C)
836.175,40242,40198,40159,40181,40268,40166,40146,40147,40253,40145,40295,40167,0,26,26,26
841.151,40249,40197,40176,40195,40274,40175,40148,40158,40290,40142,40307,40116,0,26,26,26
846.086,40254,40214,40170,40193,40258,40193,40160,40163,40279,40153,40314,40238,0,26,26,26
851.151,40265,40214,40193,40212,40286,40187,40170,40172,40309,40157,40317,40148,0,26,26,26
856.110,40273,40224,40195,40208,40289,40193,40170,40182,40298,40172,40325,40148,0,26,26,26
861.202,40282,40232,40197,40219,40302,40217,40177,40189,40296,40179,40344,40157,0,26,26,26
866.091,40285,40236,40201,40225,40302,40225,40182,40194,40305,40184,40349,40159,0,26,26,26
871.569,40295,40248,40217,40235,40313,40232,40191,40206,40313,40193,40353,40170,0,26,26,26
876.166,40300,40256,40214,40240,40331,40233,40206,40206,40314,40198,40359,40247,0,26,26,26
881.206,40310,40260,40235,40247,40306,40249,40202,40216,40355,40201,40368,40172,0,26,26,26
886.154,40317,40268,40236,40254,40337,40252,40217,40221,40333,40214,40373,40195,0,26,26,26
891.136,40321,40274,40232,40259,40332,40262,40221,40226,40328,40215,40384,40195,0,26,26,26
896.646,40330,40288,40244,40271,40356,40260,40237,40236,40337,40229,40389,40276,0,26,26,26
901.105,40334,40289,40248,40274,40352,40276,40233,40242,40347,40230,40402,40209,0,26,26,26
906.626,40344,40302,40258,40278,40340,40276,40248,40248,40360,40245,40396,40293,0,26,26,26
911.607,40350,40303,40264,40282,40350,40293,40246,40257,40366,40247,40413,40226,0,26,26,26
916.199,40359,40305,40286,40305,40377,40286,40258,40267,40398,40253,40414,40224,0,26,26,26
921.126,40366,40317,40288,40304,40388,40302,40262,40277,40386,40266,40424,40240,0,26,26,26
926.206,40378,40329,40293,40311,40396,40309,40275,40280,40392,40273,40436,40250,0,26,26,26
931.619,40380,40329,40296,40309,40372,40314,40282,40299,40406,40282,40430,40274,0,26,26,26
936.176,40388,40338,40310,40318,40381,40322,40287,40312,40421,40291,40442,40270,0,26,26,26
941.153,40397,40349,40313,40333,40417,40328,40298,40303,40414,40294,40455,40282,0,27,27,27
946.160,40404,40353,40317,40335,40405,40334,40304,40319,40422,40302,40459,40373,0,27,27,27
951.149,40408,40360,40334,40354,40439,40342,40314,40318,40455,40306,40472,40387,0,27,27,27
956.182,40423,40367,40346,40362,40441,40351,40321,40324,40456,40308,40474,40301,0,27,27,27
961.218,40424,40372,40338,40355,40421,40361,40321,40334,40441,40322,40484,40299,0,27,27,27
966.111,40433,40386,40341,40371,40450,40358,40332,40335,40434,40320,40499,40312,0,27,27,27
971.287,40440,40391,40350,40376,40460,40361,40330,40342,40445,40329,40500,40312,0,27,27,27
976.098,40452,40401,40364,40382,40470,40369,40347,40350,40461,40346,40504,40327,0,27,27,27
981.689,40458,40406,40367,40391,40464,40392,40346,40359,40462,40347,40519,40327,0,27,27,27
986.162,40465,40417,40374,40401,40489,40393,40365,40364,40469,40360,40523,40374,0,27,27,27
991.211,40473,40417,40393,40412,40491,40392,40364,40375,40507,40361,40533,40336,0,27,27,27
996.139,40480,40425,40391,40413,40493,40410,40371,40384,40488,40373,40544,40352,0,27,27,27
1001.758,40486,40439,40393,40422,40508,40414,40389,40388,40487,40382,40549,40469,0,27,27,27
1006.150,40495,40442,40409,40427,40512,40426,40390,40396,40509,40389,40557,40369,0,27,27,27
1011.200,40500,40451,40410,40433,40521,40420,40390,40402,40507,40393,40562,40377,0,27,27,27
1016.156,40514,40465,40418,40444,40530,40425,40411,40409,40513,40402,40569,40438,0,27,27,27
1021.162,40519,40463,40437,40458,40539,40432,40417,40416,40552,40407,40574,40431,0,27,27,27
1026.199,40528,40471,40442,40464,40534,40446,40420,40425,40562,40417,40590,40458,0,27,27,27
1031.264,40533,40478,40454,40465,40523,40464,40426,40435,40569,40420,40591,40400,0,27,27,27
1036.222,40543,40485,40446,40472,40550,40471,40431,40443,40549,40431,40606,40413,0,27,27,27
1041.246,40553,40499,40458,40483,40568,40475,40446,40447,40556,40441,40612,40448,0,27,27,27
1046.661,40557,40500,40475,40496,40569,40471,40457,40456,40591,40443,40614,40462,0,27,27,27
1051.195,40563,40506,40481,40502,40577,40481,40458,40464,40589,40450,40624,40431,0,27,27,27
1056.296,40572,40517,40479,40502,40583,40502,40460,40474,40576,40462,40640,40446,0,27,27,27
1061.208,40584,40525,40489,40511,40589,40511,40470,40482,40587,40467,40646,40453,0,27,27,27
1066.239,40586,40534,40494,40518,40596,40520,40472,40484,40586,40477,40658,40464,0,27,27,27
1071.191,40596,40538,40499,40526,40603,40528,40485,40507,40598,40481,40669,40468,0,27,27,27
1076.303,40604,40551,40510,40535,40626,40529,40500,40501,40605,40497,40668,40532,0,27,27,27
1081.217,40617,40557,40531,40550,40622,40527,40507,40509,40642,40496,40674,40496,0,27,27,27
1086.198,40622,40566,40532,40542,40608,40544,40512,40521,40639,40515,40681,40507,0,27,27,27
1091.182,40632,40575,40541,40558,40642,40557,40520,40527,40641,40519,40698,40508,0,27,27,27
1096.351,40637,40582,40549,40564,40650,40563,40529,40536,40647,40529,40704,40519,0,27,27,27
1101.161,40642,40590,40546,40570,40627,40577,40530,40551,40652,40525,40720,40527,0,27,27,27
1106.216,40657,40599,40566,40580,40667,40580,40545,40552,40664,40544,40724,40532,0,27,27,27
1111.677,40666,40609,40570,40589,40673,40587,40556,40557,40666,40553,40732,40552,0,27,27,27
1116.203,40672,40617,40575,40596,40684,40594,40564,40564,40668,40561,40736,40585,0,27,27,27
1121.207,40676,40617,40592,40606,40667,40602,40567,40572,40715,40565,40749,40652,0,27,27,27
1126.241,40687,40628,40604,40624,40697,40600,40580,40582,40718,40572,40756,40631,0,27,27,27
1131.245,40701,40636,40612,40623,40678,40619,40586,40594,40730,40578,40759,40607,0,27,27,27
1136.148,40707,40646,40623,40631,40683,40629,40596,40600,40739,40587,40773,40587,0,28,28,28
1141.709,40717,40653,40624,40637,40723,40637,40594,40615,40722,40601,40791,40589,0,28,28,28
1146.239,40724,40663,40627,40645,40728,40649,40602,40619,40724,40608,40803,40597,0,28,28,28
1151.201,40734,40669,40647,40655,40712,40655,40616,40630,40762,40612,40803,40603,0,28,28,28
1156.254,40742,40687,40639,40665,40747,40663,40631,40631,40731,40622,40820,40725,0,28,28,28
1161.219,40752,40688,40664,40681,40758,40662,40633,40646,40771,40628,40827,40618,0,28,28,28
1166.221,40761,40697,40665,40674,40739,40684,40642,40669,40772,40644,40834,40638,0,28,28,28
1171.199,40772,40711,40677,40689,40774,40689,40654,40659,40773,40654,40845,40653,0,28,28,28
1176.198,40777,40713,40688,40699,40754,40703,40661,40671,40807,40661,40860,40647,0,28,28,28
1181.240,40790,40724,40690,40699,40761,40711,40667,40694,40790,40669,40864,40664,0,28,28,28
1186.307,40799,40736,40701,40717,40795,40718,40676,40691,40801,40678,40879,40674,0,28,28,28
1191.210,40808,40740,40719,40728,40785,40724,40688,40699,40835,40679,40879,40707,0,28,28,28
1196.261,40815,40749,40725,40738,40819,40735,40698,40702,40844,40699,40903,40786,0,28,28,28
1201.226,40827,40757,40736,40744,40804,40745,40698,40720,40853,40700,40908,40699,0,28,28,28
1206.242,40835,40771,40741,40753,40833,40752,40711,40729,40838,40718,40917,40711,0,28,28,28
1211.334,40843,40780,40737,40762,40826,40769,40727,40738,40830,40718,40939,40729,0,28,28,28
1216.303,40852,40784,40760,40771,40825,40773,40737,40739,40882,40735,40939,40831,0,28,28,28
1221.330,40863,40796,40776,40781,40837,40781,40743,40753,40892,40738,40942,40739,0,28,28,28
1226.241,40875,40810,40781,40780,40850,40790,40748,40766,40885,40760,40953,40757,0,28,28,28
1231.257,40883,40817,40792,40807,40883,40801,40767,40773,40911,40760,40974,40864,0,28,28,28
1236.333,40894,40826,40806,40811,40864,40807,40771,40781,40920,40766,40968,40787,0,28,28,28
1241.274,40904,40838,40812,40826,40909,40818,40785,40789,40925,40782,40995,40882,0,28,28,28
1246.250,40913,40843,40825,40828,40884,40831,40788,40803,40935,40787,40998,40788,0,28,28,28
1251.235,40925,40863,40824,40842,40928,40834,40804,40806,40918,40805,41011,40867,0,28,28,28
1256.275,40939,40866,40847,40849,40904,40850,40813,40823,40957,40805,41016,40817,0,28,28,28
1261.270,40946,40875,40857,40859,40915,40860,40821,40829,40967,40816,41032,40823,0,28,28,28
1266.369,40955,40886,40863,40869,40923,40865,40835,40837,40976,40830,41039,40936,0,28,28,28
1271.288,40965,40895,40876,40878,40935,40879,40841,40849,40988,40836,41050,40849,0,28,28,28
1276.287,40980,40903,40881,40889,40944,40888,40852,40860,40999,40849,41060,40903,0,28,28,28
1281.336,40988,40914,40894,40903,40976,40903,40854,40870,41001,40857,41081,40855,0,28,28,28
1286.285,41000,40933,40896,40910,40993,40908,40875,40876,40989,40876,41085,40919,0,28,28,28
1291.229,41012,40936,40916,40919,40975,40923,40880,40896,41027,40877,41097,40882,0,28,28,28
1296.290,41019,40944,40925,40931,40980,40933,40888,40903,41039,40889,41109,40893,0,28,28,28
1301.244,41032,40962,40927,40942,41032,40939,40905,40908,41022,40908,41121,40957,0,28,28,28
1306.251,41039,40965,40946,40951,41002,40955,40902,40922,41059,40911,41134,40911,0,28,28,28
1311.220,41056,40979,40950,40962,41039,40962,40918,40935,41043,40926,41147,40928,0,28,28,28
1316.362,41063,40986,40968,40971,41027,40975,40932,40946,41079,40928,41154,40936,0,29,29,29
1321.280,41074,41004,40977,40983,41066,40983,40940,40956,41074,40950,41172,40955,0,29,29,29
1326.263,41085,41004,40984,40996,41046,41003,40951,40962,41105,40960,41185,40965,0,29,29,29
1331.269,41097,41021,41003,41014,41091,41005,40968,40976,41109,40962,41187,41002,0,29,29,29
1336.308,41110,41033,41010,41021,41090,41019,40974,40986,41115,40973,41205,40983,0,29,29,29
1341.298,41106,41044,41022,41029,41083,41029,40973,40996,41138,40988,41215,41096,0,29,29,29
1346.294,41131,41053,41034,41045,41122,41036,41002,41007,41141,40997,41225,41071,0,29,29,29
1351.341,41132,41064,41042,41050,41099,41055,41002,41018,41159,41015,41244,41094,0,29,29,29
1356.297,41153,41076,41060,41065,41135,41062,41020,41031,41161,41017,41247,41030,0,29,29,29
1361.269,41164,41088,41069,41075,41117,41071,41032,41041,41179,41025,41251,41056,0,29,29,29
1366.289,41172,41097,41074,41083,41133,41082,41045,41048,41192,41046,41272,41155,0,29,29,29
1371.410,41187,41110,41091,41094,41141,41096,41047,41068,41200,41048,41277,41054,0,29,29,29
1376.291,41200,41123,41103,41113,41184,41102,41066,41071,41204,41061,41290,41086,0,29,29,29
1381.279,41210,41131,41115,41119,41169,41116,41077,41083,41224,41073,41301,41099,0,29,29,29
1386.287,41223,41144,41127,41129,41175,41128,41086,41097,41235,41084,41310,41096,0,29,29,29
1391.289,41234,41155,41131,41141,41189,41144,41095,41111,41245,41100,41330,41111,0,29,29,29
1396.311,41241,41159,41143,41152,41205,41155,41104,41112,41257,41115,41349,41118,0,29,29,29
1401.349,41256,41178,41160,41168,41238,41161,41117,41133,41256,41117,41351,41131,0,29,29,29
1406.325,41266,41187,41171,41172,41217,41172,41132,41143,41282,41125,41353,41153,0,29,29,29
1411.297,41274,41198,41176,41184,41230,41189,41144,41148,41294,41150,41381,41225,0,29,29,29
1416.291,41291,41211,41194,41196,41247,41196,41148,41170,41302,41152,41382,41161,0,29,29,29
1421.347,41298,41221,41200,41211,41273,41208,41156,41173,41308,41166,41402,41169,0,29,29,29
1426.319,41302,41234,41212,41222,41272,41224,41164,41181,41326,41186,41419,41247,0,29,29,29
1431.337,41326,41245,41219,41234,41293,41233,41187,41200,41326,41195,41426,41278,0,29,29,29
1436.418,41334,41259,41240,41243,41289,41239,41201,41210,41348,41197,41421,41225,0,29,29,29
1441.291,41348,41270,41252,41261,41332,41251,41207,41219,41349,41208,41442,41222,0,29,29,29
1446.326,41358,41282,41261,41271,41345,41260,41226,41229,41365,41220,41449,41276,0,29,29,29
1451.305,41370,41292,41266,41277,41323,41281,41233,41243,41379,41239,41470,41244,0,29,29,29
1456.368,41380,41303,41285,41288,41334,41288,41241,41259,41392,41244,41473,41249,0,29,29,29
1461.418,40674,40608,40601,40584,40556,40587,40579,40560,40577,40562,40776,40571,0,29,29,29
1466.335,40607,40546,40533,40523,40496,40531,40507,40496,40516,40511,40728,40504,0,29,29,29
1471.341,40563,40508,40494,40480,40447,40464,40450,40459,40472,40453,40670,40451,0,29,29,29
1476.326,40529,40472,40445,40436,40439,40432,40423,40440,40416,40426,40632,40432,0,29,29,29
1481.398,40494,40432,40422,40410,40385,40418,40407,40386,40403,40397,40613,40389,0,29,29,29
1486.378,40462,40408,40389,40379,40357,40373,40356,40380,40339,40355,40577,40366,0,29,29,29
1491.334,40445,40391,40379,40369,40374,40366,40346,40333,40346,40341,40567,40393,0,29,29,29
1496.402,40426,40366,40359,40349,40332,40337,40342,40317,40326,40318,40536,40346,0,29,29,29
1501.364,40400,40356,40342,40326,40305,40319,40305,40333,40320,40300,40526,40315,0,29,29,29
1506.311,40392,40338,40313,40308,40316,40308,40297,40276,40261,40296,40497,40326,0,29,29,29
1511.359,40389,40317,40313,40295,40275,40289,40288,40274,40286,40267,40495,40257,0,29,29,29
1516.322,40354,40308,40288,40276,40262,40277,40264,40254,40234,40254,40482,40281,0,29,29,29
1521.372,40319,40267,40282,40274,40274,40263,40258,40280,40275,40247,40463,40263,0,29,29,29
1526.331,40336,40285,40258,40258,40250,40267,40250,40264,40215,40238,40456,40320,0,29,29,29
1531.435,40295,40247,40268,40256,40251,40258,40245,40224,40231,40229,40441,40239,0,29,29,29
