Time(s),Voltage(V),Current(A),TEMP (C),Battery_%
2.422,14616,-3,25,77
2.951,14616,-6,25,35
3.420,14616,-9,25,20
3.922,14612,-18,25,39
4.552,14612,-21,25,20
4.913,14608,21,25,39
5.456,14608,18,25,20
5.936,14619,-25,25,39
6.427,14612,9,25,20
6.914,14612,9,25,39
7.406,14612,9,25,20
7.934,14612,9,25,39
8.422,14612,9,25,20
8.949,14612,9,25,39
9.426,14612,9,25,20
9.946,14612,9,25,39
10.439,14612,9,25,20
10.961,14612,9,25,39
11.459,14612,-18,25,20
11.930,14612,-18,25,39
12.410,14612,-18,25,20
12.922,14612,-18,25,39
13.442,14612,-18,25,20
13.902,14612,-18,25,39
14.474,14612,-18,25,20
14.979,14612,-18,25,39
15.415,14612,-18,25,20
15.902,14612,-18,25,39
16.418,14612,-18,25,20
16.922,14612,-40,25,39
17.404,14612,-40,25,20
17.920,14612,-40,25,39
18.423,14612,-40,25,20
18.938,14612,-40,25,39
19.441,14612,-40,25,20
19.917,14612,-40,25,39
20.417,14612,-40,25,20
20.911,14612,-40,25,39
21.410,14612,-40,25,20
21.929,14612,-40,25,39
22.405,14616,-78,25,20
22.910,14616,-78,25,39
23.403,14616,-78,25,20
23.900,14616,-78,25,39
24.486,14616,-78,25,20
24.900,14616,-78,25,39
25.407,14616,-78,25,20
25.905,14616,-78,25,39
26.390,14616,-78,25,20
26.923,14616,-78,25,39
27.430,14616,-78,25,20
27.897,14522,-7956,25,38
28.417,14522,-7956,25,19
28.911,14522,-7956,25,38
29.397,14522,-7956,25,19
29.870,14522,-7956,25,38
30.370,14522,-7956,25,19
30.942,14522,-7956,25,38
31.370,14522,-7956,25,19
31.926,14522,-7956,25,38
32.417,14522,-7956,25,19
32.886,14522,-7956,25,38
33.397,14522,-7956,25,19
33.919,14518,-7975,25,38
34.410,14526,-7978,25,19
34.921,14515,-7953,25,38
35.439,14515,-7950,25,19
35.908,14518,-8009,25,39
36.374,14515,-7956,25,19
36.923,14511,-7990,25,38
37.381,14518,-8000,25,19
37.915,14518,-8000,25,38
38.414,14515,-7965,25,19
38.889,14511,-7987,25,38
39.390,14515,-7987,25,19
39.913,14515,-7984,25,38
40.416,14515,-7971,25,19
40.915,14511,-7971,25,38
41.384,14518,-7975,25,19
41.875,14511,-7928,25,38
42.391,14515,-7937,25,19
42.897,14511,-7971,25,38
43.411,14515,-7971,25,19
43.889,14511,-7990,25,38
44.417,14511,-7990,25,19
44.889,14511,-7950,25,38
45.358,14504,-7953,25,19
45.903,14504,-7978,25,38
46.413,14511,-7978,25,19
46.913,14515,-7950,25,39
47.362,14515,-7978,25,19
47.890,14511,-7971,25,38
48.370,14511,-7975,25,19
48.894,14508,-7978,25,38
49.379,14511,-7993,25,19
49.917,14511,-7953,25,38
50.388,14508,-7965,25,19
50.867,14504,-7953,25,38
51.403,14518,-7959,25,19
51.909,14504,-7912,25,38
52.396,14511,-7956,25,19
52.903,14511,-7968,25,38
53.405,14508,-7968,25,19
53.913,14511,-7996,25,39
54.423,14511,-8006,25,19
54.854,14504,-7984,25,38
55.399,14508,-7956,25,19
55.914,14511,-7953,25,39
56.393,14504,-7965,25,19
56.894,14504,-7950,25,38
57.390,14504,-7965,25,19
57.887,14504,-7978,25,38
58.413,14508,-7959,25,19
58.882,14504,-7959,25,38
59.385,14508,-7946,25,19
59.885,14504,-7975,25,38
60.395,14504,-7971,25,19
60.898,14504,-7959,25,38
61.383,14508,-7965,25,19
61.888,14508,-7965,25,38
62.421,14500,-7950,25,19
62.881,14508,-7971,25,39
63.360,14504,-7990,25,19
63.900,14500,-7965,25,38
64.400,14500,-7993,25,19
64.880,14504,-7971,25,39
65.384,14500,-7950,25,19
65.901,14504,-8012,25,39
66.374,14500,-7975,25,19
66.879,14504,-7987,25,39
67.407,14500,-7937,25,19
67.855,14500,-7953,25,38
68.390,14504,-7990,25,19
68.925,14508,-7978,25,39
69.422,14493,-7990,25,19
69.898,14500,-7987,25,39
70.377,14504,-7978,25,19
70.902,14500,-7946,25,38
71.438,14493,-7965,25,19
71.875,14497,-7968,25,39
72.378,14500,-8025,25,19
72.869,14497,-7950,25,38
73.416,14497,-7965,25,19
73.889,14500,-7946,25,39
74.375,14497,-7987,25,19
74.883,14497,-7971,25,38
75.385,14497,-7971,25,19
75.870,14497,-8000,25,38
76.385,14500,-7953,25,19
76.838,14497,-7950,25,38
77.382,14500,-8028,25,19
77.888,14493,-7959,25,38
78.405,14493,-7975,25,19
78.837,14493,-7978,25,38
79.339,14493,-8000,25,19
79.867,14500,-7946,25,39
80.344,14497,-8000,25,19
80.915,14493,-7990,25,38
81.411,14493,-7968,25,19
81.854,14493,-7987,25,38
82.369,14493,-7968,25,19
82.871,14497,-7975,25,39
83.390,14493,-7990,25,19
83.883,14493,-7928,25,38
84.396,14493,-7965,25,19
84.905,14497,-7996,25,39
85.410,14500,-7940,25,19
85.880,14500,-7950,25,38
86.412,14497,-7987,25,19
86.870,14493,-7959,25,38
87.346,14486,-8018,25,19
87.892,14493,-7984,25,39
88.393,14490,-7984,25,19
88.892,14493,-8009,25,39
89.389,14490,-7996,25,19
89.916,14497,-7978,25,39
90.377,14497,-7971,25,19
90.873,14497,-8000,25,38
91.341,14493,-7987,25,19
91.896,14490,-7940,25,38
92.389,14493,-8009,25,19
92.875,14493,-7975,25,38
93.394,14490,-7975,25,19
93.901,14493,-7990,25,39
94.374,14493,-7912,25,19
94.889,14482,-7968,25,38
95.411,14490,-7978,25,19
95.920,14486,-7975,25,38
96.393,14493,-8000,25,19
96.842,14497,-7993,25,39
97.371,14479,-7968,25,19
97.857,14493,-7953,25,39
98.343,14493,-7950,25,19
98.889,14493,-7993,25,38
99.394,14493,-7965,25,19
99.902,14486,-7937,25,38
100.367,14490,-7931,25,19
100.873,14486,-7987,25,38
101.369,14490,-7950,25,19
101.879,14490,-7987,25,38
102.385,14493,-8006,25,19
102.849,14490,-7975,25,38
103.390,14486,-7990,25,19
103.864,14490,-7978,25,39
104.365,14490,-7990,25,19
104.874,14486,-7971,25,38
105.385,14490,-7978,25,19
105.887,14490,-7987,25,38
106.412,14490,-7987,25,19
106.881,14490,-7987,25,38
107.359,14486,-7993,25,19
107.866,14486,-7965,25,38
108.366,14486,-7934,25,19
108.876,14486,-7968,25,38
109.366,14490,-7990,25,19
109.917,14486,-7987,25,38
110.378,14486,-7975,25,19
110.903,14482,-8040,25,38
111.383,14493,-7956,25,19
111.872,14482,-7984,25,38
112.363,14486,-7975,25,19
112.859,14479,-8000,25,38
113.346,14493,-7984,25,19
113.932,14479,-7956,25,38
114.379,14486,-7971,25,19
114.885,14486,-7940,25,38
115.397,14486,-7987,25,19
115.884,14475,-7984,25,38
116.373,14486,-7965,25,19
116.871,14482,-7971,25,38
117.338,14486,-7978,25,19
117.855,14479,-7940,25,38
118.407,14486,-7984,25,19
118.856,14486,-8000,25,38
119.405,14482,-7993,25,19
119.836,14486,-7971,25,39
120.342,14482,-7987,25,19
120.899,14482,-8018,25,38
121.396,14479,-7959,25,19
121.851,14482,-7940,25,39
122.353,14486,-7971,25,19
122.858,14482,-7965,25,38
123.393,14479,-7978,25,19
123.826,14482,-7975,25,39
124.354,14479,-7956,25,19
124.851,14482,-7990,25,39
125.417,14479,-7984,25,19
125.908,14482,-7975,25,39
126.378,14482,-7950,25,19
126.873,14479,-7956,25,38
127.354,14479,-7968,25,19
127.891,14475,-7978,25,38
128.363,14479,-7965,25,19
128.835,14486,-7965,25,39
129.346,14479,-7956,25,19
129.874,14482,-7968,25,39
130.377,14482,-7959,25,19
130.871,14475,-7968,25,38
131.361,14472,-7946,25,19
131.848,14475,-7946,25,39
132.361,14482,-7925,25,19
132.850,14482,-7925,25,38
133.350,14479,-7978,25,19
133.853,14482,-7975,25,39
134.321,14479,-7959,25,19
134.854,14475,-7987,25,38
135.404,14479,-7959,25,19
135.872,14482,-8000,25,39
136.367,14479,-8012,25,19
136.866,14479,-7984,25,38
137.350,14479,-7934,25,19
137.845,14472,-7990,25,38
138.365,14475,-7984,25,19
138.821,14479,-7956,25,38
139.347,14482,-7996,25,19
139.866,14475,-7953,25,38
140.314,14475,-7965,25,19
140.874,14475,-7946,25,38
141.377,14472,-7975,25,19
141.819,14479,-7993,25,39
142.370,14482,-8015,25,19
142.847,14475,-7978,25,38
143.360,14475,-7978,25,19
143.870,14479,-7975,25,39
144.346,14475,-7965,25,19
144.854,14475,-7953,25,38
145.341,14472,-8000,25,19
145.857,14468,-7953,25,38
146.356,14475,-8012,25,19
146.814,14472,-8012,25,38
147.321,14475,-7993,25,19
147.860,14468,-7940,25,38
148.319,14475,-7984,25,19
148.904,14475,-7956,25,38
149.379,14479,-7971,25,19
149.839,14475,-7953,25,38
150.362,14475,-7975,25,19
150.861,14475,-7937,25,38
151.358,14475,-7978,25,19
151.814,14475,-7953,25,38
152.360,14472,-7965,25,19
152.863,14475,-7987,25,39
153.315,14472,-7950,25,19
153.830,14468,-7990,25,38
154.338,14472,-7950,25,19
154.823,14472,-7968,25,38
155.345,14468,-7984,25,19
155.835,14472,-7959,25,38
156.336,14475,-7975,25,19
156.838,14472,-7959,25,38
157.343,14475,-7978,25,19
157.836,14472,-8006,25,38
158.314,14464,-7946,25,19
158.847,14468,-7959,25,38
159.342,14472,-7968,25,19
159.860,14475,-7956,25,38
160.322,14472,-7987,25,19
160.833,14475,-7950,25,38
161.336,14475,-7959,25,19
161.854,14464,-7937,25,38
162.323,14475,-7971,25,19
162.825,14468,-8012,25,38
163.311,14475,-7990,25,19
163.848,14468,-7978,25,38
164.330,14472,-7971,25,19
164.837,14468,-7946,25,38
165.339,14468,-7968,25,19
165.850,14472,-7940,25,38
166.306,14464,-7931,25,19
166.855,14468,-7940,25,38
167.329,14472,-7934,25,19
167.851,14464,-7940,25,38
168.418,14475,-7984,25,19
168.838,14464,-7984,25,38
169.353,14468,-8025,25,19
169.817,14472,-7959,25,38
170.328,14472,-7975,25,19
170.839,14472,-7975,25,38
171.426,14472,-7990,25,19
171.851,14468,-7975,25,38
172.346,14472,-7978,25,19
172.836,14464,-7990,25,38
173.326,14468,-7984,25,19
173.814,14464,-7975,25,38
174.315,14464,-7984,25,19
174.820,14468,-7950,25,38
175.346,14468,-7968,25,19
175.839,14464,-7965,25,38
176.296,14464,-7975,25,19
176.839,14468,-8015,25,38
177.346,14464,-7990,25,19
177.845,14472,-7990,25,39
178.297,14468,-7975,25,19
178.859,14464,-7987,25,38
179.313,14461,-7984,25,19
179.825,14461,-7959,25,38
180.344,14464,-7956,25,19
180.825,14468,-7953,25,38
181.346,14464,-7975,25,19
181.857,14468,-7984,25,38
182.320,14464,-7965,25,19
182.825,14464,-7956,25,38
183.328,14461,-7975,25,19
183.849,14464,-7953,25,38
184.320,14468,-7975,25,19
184.793,14457,-7968,25,38
185.365,14464,-8009,25,19
185.835,14464,-7953,25,38
186.293,14461,-7953,25,19
186.835,14457,-7996,25,38
187.319,14461,-7971,25,19
187.833,14464,-7987,25,38
188.300,14461,-7928,25,19
188.801,14461,-7968,25,38
189.318,14461,-8000,25,19
189.819,14468,-7959,25,39
190.330,14461,-7968,25,19
190.823,14461,-7987,25,38
191.346,14461,-7909,25,19
191.847,14464,-7990,25,38
192.314,14461,-7965,25,19
192.844,14461,-7993,25,38
193.332,14461,-7975,25,19
193.834,14461,-7984,25,38
194.340,14461,-7965,25,19
194.863,14461,-7971,25,38
195.353,14461,-8006,25,19
195.813,14457,-7968,25,38
196.307,14461,-8006,25,19
196.818,14457,-7971,25,38
197.347,14457,-7984,25,19
197.826,14457,-7990,25,38
198.319,14457,-7990,25,19
198.819,14464,-7971,25,39
199.372,14461,-7968,25,19
199.825,14461,-7984,25,38
200.339,14457,-7978,25,19
200.829,14454,-7971,25,38
201.400,14457,-8000,25,19
201.809,14457,-7959,25,38
202.326,14457,-7975,25,19
202.803,14457,-7987,25,38
203.285,14461,-7965,25,19
203.809,14457,-7978,25,38
204.330,14454,-7959,25,19
204.811,14457,-7965,25,38
205.311,14461,-8009,25,19
205.783,14454,-7940,25,38
206.298,14457,-8000,25,19
206.807,14457,-7968,25,38
207.329,14457,-7984,25,19
207.828,14461,-7940,25,38
208.295,14457,-7968,25,19
208.810,14457,-7975,25,38
209.330,14461,-7940,25,19
209.820,14457,-7984,25,38
210.328,14457,-7987,25,19
210.822,14457,-8006,25,38
211.330,14457,-7953,25,19
211.798,14461,-7975,25,38
212.326,14457,-7978,25,19
212.817,14457,-8034,25,38
213.291,14457,-7971,25,19
213.829,14457,-7993,25,38
214.325,14454,-7975,25,19
214.795,14454,-7987,25,38
215.293,14457,-7968,25,19
215.817,14454,-7996,25,38
216.323,14454,-7934,25,19
216.823,14454,-7975,25,38
217.335,14454,-7996,25,19
217.782,14454,-7968,25,38
218.330,14454,-7959,25,19
218.827,14454,-7968,25,38
219.302,14457,-7968,25,19
219.802,14457,-8012,25,38
220.318,14454,-7984,25,19
220.814,14446,-7968,25,38
221.291,14454,-8025,25,19
221.805,14450,-7956,25,38
222.300,14450,-7915,25,19
222.789,14454,-8006,25,38
223.317,14454,-7959,25,19
223.777,14457,-7968,25,38
224.299,14454,-7946,25,19
224.825,14450,-7990,25,38
225.343,14457,-7965,25,19
225.800,14450,-7946,25,38
226.319,14454,-7968,25,19
226.799,14454,-7950,25,38
227.344,14454,-7953,25,19
227.809,14454,-8018,25,38
228.296,14450,-8034,25,19
228.765,14450,-7950,25,38
229.289,14446,-7975,25,19
229.798,14450,-7928,25,38
230.297,14450,-7959,25,19
230.801,14457,-7987,25,39
231.317,14450,-7950,25,19
231.793,14454,-7990,25,38
232.310,14450,-7953,25,19
232.815,14446,-7971,25,38
233.322,14450,-7950,25,19
233.794,14450,-7987,25,38
234.344,14454,-8000,25,19
234.821,14450,-7971,25,38
235.301,14454,-7987,25,19
235.799,14446,-7968,25,38
236.315,14450,-7990,25,19
236.791,14454,-7965,25,38
237.320,14446,-7971,25,19
237.803,14446,-7984,25,38
238.294,14450,-7984,25,19
238.771,14443,-7971,25,38
239.344,14446,-7975,25,19
239.804,14450,-7978,25,38
240.317,14450,-7984,25,19
240.781,14446,-7965,25,38
241.279,14450,-7956,25,19
241.786,14450,-7959,25,38
242.341,14446,-7978,25,19
242.830,14450,-8009,25,38
243.295,14450,-7928,25,19
243.831,14443,-7940,25,38
244.319,14450,-7971,25,19
244.815,14450,-7956,25,38
245.314,14446,-7984,25,19
245.768,14446,-7971,25,38
246.338,14443,-7965,25,19
246.849,14450,-7965,25,39
247.291,14443,-7984,25,19
247.782,14446,-7971,25,38
248.323,14443,-7978,25,19
248.817,14446,-7978,25,38
249.340,14443,-7940,25,19
249.765,14446,-7940,25,38
250.298,14443,-7971,25,19
250.766,14443,-7978,25,38
251.294,14446,-7937,25,19
251.837,14443,-7990,25,38
252.314,14454,-7934,25,19
252.799,14443,-7990,25,38
253.314,14443,-7971,25,19
253.839,14450,-7968,25,39
254.271,14450,-7968,25,19
254.801,14446,-7996,25,38
255.295,14446,-7950,25,19
255.819,14443,-7975,25,38
256.322,14446,-7993,25,19
256.813,14446,-7975,25,38
257.291,14443,-7984,25,19
257.811,14443,-7978,25,38
258.319,14443,-7993,25,19
258.776,14439,-7950,25,38
259.311,14446,-7937,25,19
259.812,14443,-7953,25,38
260.321,14446,-7946,25,19
260.810,14443,-7968,25,38
261.291,14443,-7987,25,19
261.841,14446,-7940,25,38
262.288,14439,-7965,25,19
262.803,14439,-7975,25,38
263.314,14443,-7987,25,19
263.843,14446,-7968,25,38
264.295,14439,-7990,25,19
264.838,14443,-7959,25,38
265.309,14443,-8000,25,19
265.787,14439,-7993,25,38
266.286,14443,-7990,25,19
266.806,14436,-7953,25,38
267.305,14439,-7940,25,19
267.768,14443,-8006,25,38
268.314,14439,-7956,25,19
268.879,14439,-7968,25,38
269.305,14436,-7940,25,19
269.814,14443,-7968,25,39
270.295,14443,-8000,25,19
270.821,14439,-7915,25,38
271.306,14439,-7978,25,19
271.771,14443,-7990,25,38
272.309,14439,-7984,25,19
272.805,14436,-7996,25,38
273.294,14436,-7946,25,19
273.789,14436,-7996,25,38
274.253,14432,-7993,25,19
274.780,14443,-7971,25,39
275.269,14436,-7968,25,19
275.806,14439,-7996,25,38
276.253,14432,-7990,25,19
276.803,14432,-7971,25,38
277.284,14439,-7956,25,19
277.800,14432,-7959,25,38
278.281,14439,-8006,25,19
278.791,14439,-7978,25,38
279.252,14436,-8000,25,19
279.770,14436,-7968,25,38
280.277,14432,-7968,25,19
280.757,14439,-7956,25,39
281.280,14439,-7959,25,19
281.777,14439,-7978,25,38
282.275,14439,-7950,25,19
282.805,14432,-7968,25,38
283.266,14432,-7959,25,19
283.777,14439,-7959,25,39
284.294,14439,-8006,25,19
284.781,14432,-7937,25,38
285.308,14436,-7971,25,19
285.792,14443,-8006,25,39
286.261,14436,-7971,25,19
286.751,14436,-7965,25,38
287.260,14432,-7975,25,19
287.791,14428,-7971,25,38
288.296,14439,-7993,25,19
288.775,14432,-7984,25,38
289.265,14432,-7990,25,19
289.797,14439,-8006,25,39
290.297,14436,-7918,25,19
290.791,14432,-7971,25,38
291.298,14436,-8000,25,19
291.777,14432,-7968,25,38
292.273,14436,-7993,25,19
292.798,14432,-7993,25,38
293.273,14428,-7971,25,19
293.774,14428,-7984,25,38
294.289,14428,-7956,25,19
294.779,14428,-7959,25,38
295.244,14432,-7987,25,19
295.756,14432,-7990,25,38
296.293,14432,-7968,25,19
296.790,14436,-7953,25,38
297.299,14432,-7968,25,19
297.766,14432,-7978,25,38
298.266,14439,-7937,25,19
298.790,14428,-7953,25,38
299.274,14432,-7956,25,19
299.774,14432,-7965,25,38
300.265,14432,-8006,25,19
300.741,14432,-7965,25,38
301.237,14436,-7978,25,19
301.782,14432,-7996,25,38
302.271,14432,-7968,25,19
302.820,14432,-8009,25,38
303.235,14432,-7978,25,19
303.751,14428,-7978,25,38
304.281,14428,-7953,25,19
304.764,14425,-7971,25,38
305.233,14436,-7996,25,19
305.773,14428,-8009,25,38
306.281,14428,-7918,25,19
306.801,14436,-7987,25,39
307.248,14432,-7987,25,19
307.798,14428,-7925,25,38
308.287,14436,-7940,25,19
308.781,14432,-7956,25,38
309.241,14432,-7968,25,19
309.778,14428,-8000,25,38
310.255,14428,-8000,25,19
310.761,14428,-7978,25,38
311.234,14432,-7971,25,19
311.760,14428,-7978,25,38
312.293,14428,-7990,25,19
312.781,14428,-7946,25,38
313.233,14428,-7975,25,19
313.777,14428,-7956,25,38
314.258,14425,-7918,25,19
314.740,14421,-7959,25,38
315.265,14425,-7987,25,19
315.757,14428,-7975,25,38
316.265,14428,-7978,25,19
316.769,14428,-7975,25,38
317.297,14432,-7940,25,19
317.780,14425,-7971,25,38
318.282,14428,-7956,25,19
318.790,14428,-7953,25,38
319.268,14425,-7953,25,19
319.754,14428,-7959,25,38
320.287,14425,-7996,25,19
320.772,14428,-7996,25,38
321.238,14425,-7953,25,19
321.788,14428,-7990,25,38
322.261,14428,-7978,25,19
322.747,14428,-7990,25,38
323.257,14428,-7996,25,19
323.758,14428,-7990,25,38
324.274,14421,-7990,25,19
324.731,14421,-7959,25,38
325.259,14425,-7971,25,19
325.798,14421,-7971,25,38
326.279,14421,-7956,25,19
326.806,14425,-7965,25,38
327.273,14425,-7940,25,19
327.751,14425,-7959,25,38
328.255,14428,-7934,25,19
328.721,14425,-7996,25,38
329.234,14421,-7956,25,19
329.753,14418,-7978,25,38
330.269,14425,-7968,25,19
330.750,14425,-7993,25,38
331.266,14425,-8009,25,19
331.738,14421,-7993,25,38
332.279,14421,-7953,25,19
332.767,14425,-7937,25,38
333.220,14425,-7975,25,19
333.765,14425,-7915,25,38
334.246,14421,-7978,25,19
334.765,14418,-7996,25,38
335.298,14418,-7946,25,19
335.785,14425,-7996,25,39
336.258,14428,-7940,25,19
336.749,14421,-7978,25,38
337.272,14428,-7987,25,19
337.766,14425,-7990,25,38
338.253,14421,-7971,25,19
338.755,14418,-8009,25,38
339.243,14425,-7940,25,19
339.762,14421,-7946,25,38
340.283,14418,-7990,25,19
340.766,14418,-7946,25,38
341.282,14421,-7971,25,19
341.783,14418,-7984,25,38
342.240,14421,-7978,25,19
342.749,14421,-7990,25,38
343.246,14418,-8018,25,19
343.767,14421,-7971,25,38
344.250,14421,-8006,25,19
344.779,14414,-7990,25,38
345.249,14418,-7959,25,19
345.761,14421,-7965,25,38
346.225,14421,-7909,25,19
346.759,14421,-7975,25,38
347.284,14421,-7937,25,19
347.790,14418,-7990,25,38
348.244,14414,-8000,25,19
348.771,14414,-7968,25,38
349.215,14418,-7928,25,19
349.761,14418,-7987,25,38
350.271,14418,-8000,25,19
350.756,14418,-8012,25,38
351.259,14421,-7968,25,19
351.754,14414,-7987,25,38
352.246,14418,-7953,25,19
352.723,14414,-7968,25,38
353.254,14421,-7984,25,19
353.737,14418,-7925,25,38
354.209,14421,-7978,25,19
354.726,14421,-7978,25,38
355.235,14414,-7940,25,19
355.712,14418,-7959,25,38
356.211,14414,-7984,25,19
356.754,14414,-7987,25,38
357.205,14418,-7940,25,19
357.776,14414,-7934,25,38
358.238,14414,-7990,25,19
358.800,14414,-7993,25,38
359.254,14421,-7984,25,19
359.723,14418,-7918,25,38
360.258,14418,-7968,25,19
360.740,14414,-7937,25,38
361.234,14414,-7956,25,19
361.767,14414,-7968,25,38
362.223,14414,-7953,25,19
362.745,14407,-7928,25,38
363.229,14418,-7965,25,19
363.722,14414,-7996,25,38
364.231,14421,-8000,25,19
364.749,14410,-7984,25,38
365.225,14410,-7975,25,19
365.717,14418,-7965,25,38
366.248,14414,-7984,25,19
366.752,14414,-7990,25,38
367.256,14410,-7990,25,19
367.718,14410,-7959,25,38
368.202,14414,-7984,25,19
368.725,14414,-8006,25,38
369.239,14418,-7965,25,19
369.737,14410,-7934,25,38
370.231,14418,-8000,25,19
370.726,14410,-7950,25,38
371.245,14414,-8009,25,19
371.752,14414,-7940,25,38
372.245,14410,-7975,25,19
372.702,14407,-7968,25,38
373.230,14414,-7956,25,19
373.754,14407,-7956,25,38
374.225,14410,-8006,25,19
374.717,14407,-7971,25,38
375.247,14410,-8012,25,19
375.728,14407,-7925,25,38
376.226,14414,-7956,25,19
376.731,14410,-7931,25,38
377.194,14410,-8009,25,19
377.747,14410,-7950,25,38
378.223,14410,-7978,25,19
378.767,14414,-7996,25,38
379.232,14410,-7993,25,19
379.789,14410,-7968,25,38
380.226,14410,-7934,25,19
380.764,14410,-7978,25,38
381.250,14410,-8009,25,19
381.692,14410,-7959,25,38
382.222,14410,-7978,25,19
382.727,14410,-7975,25,38
383.233,14407,-7978,25,19
383.726,14410,-7978,25,38
384.221,14403,-7971,25,19
384.723,14418,-7984,25,39
385.247,14410,-7993,25,19
385.739,14400,-7984,25,38
386.193,14403,-7987,25,19
386.780,14403,-7978,25,38
387.217,14410,-7940,25,19
387.719,14414,-7984,25,38
388.217,14407,-7946,25,19
388.694,14410,-7975,25,38
389.244,14410,-7950,25,19
389.746,14407,-7971,25,38
390.236,14407,-7996,25,19
390.689,14407,-7987,25,38
391.242,14403,-7971,25,19
391.691,14407,-7968,25,38
392.229,14410,-7959,25,19
392.735,14407,-7996,25,38
393.217,14407,-7990,25,19
393.763,14400,-7993,25,38
394.227,14403,-7971,25,19
394.727,14410,-7993,25,39
395.239,14403,-7968,25,19
395.741,14403,-7965,25,38
396.259,14396,-7953,25,19
396.785,14407,-7959,25,39
397.261,14407,-7984,25,19
397.715,14403,-7990,25,38
398.245,14403,-7975,25,19
398.700,14407,-7968,25,38
399.248,14403,-7959,25,19
399.729,14400,-7940,25,38
400.214,14407,-7934,25,19
400.694,14407,-7987,25,38
401.232,14403,-8006,25,19
401.701,14403,-7975,25,38
402.253,14400,-7956,25,19
402.745,14400,-7987,25,38
403.225,14403,-7975,25,19
403.717,14403,-7984,25,38
404.215,14400,-7987,25,19
404.727,14407,-7987,25,39
405.228,14403,-7940,25,19
405.711,14410,-7953,25,39
406.225,14400,-7993,25,19
406.681,14400,-7934,25,38
407.194,14403,-7984,25,19
407.707,14410,-7978,25,39
408.251,14403,-7971,25,19
408.712,14403,-7965,25,38
409.226,14392,-8009,25,19
409.733,14400,-7996,25,39
410.199,14407,-7993,25,19
410.732,14403,-7934,25,38
411.205,14400,-8009,25,19
411.677,14400,-7975,25,38
412.212,14403,-7940,25,19
412.686,14403,-7975,25,38
413.235,14407,-7984,25,19
413.676,14396,-7959,25,38
414.219,14400,-7968,25,19
414.675,14400,-8012,25,38
415.241,14400,-7937,25,19
415.692,14403,-7953,25,38
416.252,14396,-7987,25,19
416.717,14400,-7956,25,38
417.250,14396,-7984,25,19
417.721,14400,-7956,25,38
418.229,14400,-7959,25,19
418.687,14400,-7946,25,38
419.216,14403,-7978,25,19
419.673,14400,-7987,25,38
420.222,14400,-7953,25,19
420.702,14400,-7978,25,38
421.202,14400,-7950,25,19
421.723,14400,-7956,25,38
422.214,14403,-7953,25,19
422.706,14403,-8009,25,38
423.223,14403,-8018,25,19
423.747,14403,-7975,25,38
424.205,14400,-7993,25,19
424.669,14392,-7956,25,38
425.202,14392,-7984,25,19
425.737,14396,-7987,25,38
426.199,14400,-7987,25,19
426.698,14400,-7968,25,38
427.223,14392,-7965,25,19
427.697,14392,-7965,25,38
428.225,14400,-7987,25,19
428.715,14389,-7984,25,38
429.214,14392,-7971,25,19
429.727,14396,-7931,25,38
430.207,14400,-7915,25,19
430.703,14396,-7978,25,38
431.207,14396,-7984,25,19
431.718,14392,-7984,25,38
432.218,14392,-7971,25,19
432.682,14396,-7978,25,38
433.257,14392,-7950,25,19
433.694,14392,-7975,25,38
434.214,14400,-7996,25,19
434.701,14403,-7959,25,38
435.180,14396,-7987,25,19
435.693,14392,-7987,25,38
436.191,14396,-7978,25,19
436.665,14392,-7996,25,38
437.208,14400,-7953,25,19
437.705,14396,-7953,25,38
438.196,14392,-7978,25,19
438.684,14396,-8012,25,38
439.171,14392,-7990,25,19
439.718,14392,-7956,25,38
440.207,14392,-7971,25,19
440.690,14392,-7984,25,38
441.242,14396,-7987,25,19
441.679,14392,-7990,25,38
442.210,14392,-8006,25,19
442.692,14392,-7975,25,38
443.215,14392,-8000,25,19
443.714,14396,-7946,25,38
444.190,14396,-7990,25,19
444.706,14396,-7959,25,38
445.179,14392,-7987,25,19
445.689,14392,-7959,25,38
446.215,14392,-7993,25,19
446.727,14392,-7978,25,38
447.187,14392,-7987,25,19
447.657,14389,-7978,25,38
448.231,14392,-7956,25,19
448.687,14396,-7996,25,38
449.183,14392,-7993,25,19
449.689,14392,-7965,25,38
450.197,14392,-7990,25,19
450.689,14389,-7996,25,38
451.200,14389,-7987,25,19
451.705,14396,-8018,25,39
452.186,14385,-7959,25,19
452.698,14392,-7975,25,39
453.203,14392,-7975,25,19
453.705,14389,-7950,25,38
454.171,14392,-7965,25,19
454.694,14392,-7987,25,38
455.167,14392,-8012,25,19
455.736,14392,-7965,25,38
456.244,14385,-7975,25,19
456.725,14389,-7978,25,38
457.164,14389,-7971,25,19
457.738,14385,-7993,25,38
458.207,14392,-7959,25,19
458.681,14392,-7975,25,38
459.178,14389,-7965,25,19
459.697,14385,-7968,25,38
460.164,14389,-7953,25,19
460.659,14385,-7953,25,38
461.181,14385,-7959,25,19
461.701,14389,-7953,25,38
462.198,14389,-7946,25,19
462.701,14389,-7975,25,38
463.192,14392,-7993,25,19
463.668,14389,-7993,25,38
464.197,14385,-7953,25,19
464.694,14392,-7987,25,39
465.194,14389,-7950,25,19
465.665,14385,-7975,25,38
466.192,14385,-7965,25,19
466.678,14382,-7946,25,38
467.168,14389,-7987,25,19
467.693,14385,-7931,25,38
468.196,14389,-7971,25,19
468.698,14385,-7993,25,38
469.245,14382,-7987,25,19
