Time(s),CELL VOLTAGE 1 (100 uV),CELL VOLTAGE 2 (100 uV),CELL VOLTAGE 3 (100 uV),CELL VOLTAGE 4 (100 uV),CELL VOLTAGE 5 (100 uV),CELL VOLTAGE 6 (100 uV),CELL VOLTAGE 7 (100 uV),CELL VOLTAGE 8 (100 uV),CELL VOLTAGE 9 (100 uV),CELL VOLTAGE 10 (100 uV),CELL VOLTAGE 11 (100 uV),CELL VOLTAGE 12 (100 uV),Temperature 1(C),Temperature 2(C),Temperature 3(C)
0.530,40548,40718,40538,30
3.525,40436,40387,40363,40363,40325,40359,40373,40348,40288,40339,40527,40427,0,30,30,30
8.495,40395,40354,40346,40337,40283,40337,40348,40314,40291,40326,40485,40390,0,30,30,30
13.540,40374,40330,40326,40312,40268,40315,40321,40292,40266,40298,40466,40270,0,30,30,30
18.559,40356,40316,40309,40297,40248,40300,40304,40276,40248,40280,40446,40251,0,30,30,30
23.524,40342,40302,40296,40283,40239,40279,40297,40262,40237,40266,40429,40344,0,30,30,30
28.571,40332,40289,40286,40267,40218,40268,40283,40249,40223,40248,40411,40236,0,30,30,30
33.550,40313,40276,40269,40258,40207,40257,40271,40237,40213,40245,40407,40315,0,30,30,30
38.566,40305,40264,40264,40244,40199,40246,40258,40227,40202,40226,40392,40213,0,30,30,30
43.529,40291,40255,40251,40236,40185,40230,40247,40216,40192,40217,40376,40260,0,30,30,30
48.575,40285,40243,40242,40224,40174,40225,40235,40210,40182,40208,40374,40182,0,30,30,30
53.575,40276,40235,40232,40215,40167,40218,40229,40199,40170,40197,40365,40174,0,30,30,30
58.577,40268,40225,40225,40206,40163,40209,40218,40192,40161,40189,40359,40168,0,30,30,30
63.566,40254,40217,40212,40198,40149,40204,40209,40179,40155,40186,40352,40159,0,30,30,30
68.566,40247,40208,40209,40190,40143,40192,40203,40175,40144,40172,40339,40153,0,30,30,30
73.548,40244,40203,40199,40183,40136,40187,40193,40166,40138,40166,40336,40142,0,30,30,30
78.590,40233,40193,40194,40176,40132,40179,40183,40161,40132,40158,40329,40133,0,30,30,30
83.602,40226,40189,40188,40167,40119,40171,40182,40153,40125,40151,40317,40137,0,30,30,30
88.616,40217,40179,40182,40161,40112,40164,40168,40147,40119,40144,40311,40119,0,30,30,30
93.588,40211,40173,40170,40155,40113,40161,40168,40137,40109,40143,40316,40113,0,30,30,30
98.630,40207,40167,40168,40149,40100,40150,40164,40135,40104,40131,40297,40124,0,30,30,30
103.577,40198,40162,40159,40143,40093,40149,40154,40126,40101,40129,40300,40150,0,30,30,30
108.666,40195,40155,40156,40138,40089,40140,40148,40124,40093,40120,40288,40098,0,30,30,30
113.628,40188,40151,40150,40133,40084,40130,40148,40115,40089,40114,40277,40150,0,30,30,30
118.584,40183,40144,40147,40125,40080,40125,40139,40109,40078,40106,40275,40087,0,30,30,30
123.664,40174,40137,40138,40122,40074,40116,40136,40102,40078,40104,40269,40178,0,30,30,30
128.636,40170,40130,40135,40114,40070,40117,40128,40100,40070,40097,40269,40076,0,30,30,30
133.673,40164,40125,40126,40107,40061,40112,40117,40092,40065,40094,40264,40071,0,30,30,30
138.608,40160,40122,40124,40104,40061,40103,40121,40086,40060,40087,40254,40113,0,30,30,30
143.616,40154,40116,40115,40098,40052,40096,40116,40081,40055,40083,40248,40128,0,30,30,30
148.636,40146,40109,40110,40091,40045,40095,40097,40076,40050,40078,40250,40135,0,30,30,30
153.561,40147,40109,40109,40087,40039,40090,40103,40075,40043,40073,40242,40052,0,30,30,30
158.627,40139,40102,40103,40083,40032,40082,40099,40067,40042,40068,40231,40083,0,30,30,30
163.635,40131,40096,40096,40078,40031,40075,40094,40063,40036,40062,40227,40122,0,30,30,30
168.639,40129,40091,40093,40074,40023,40074,40090,40057,40031,40057,40224,40064,0,30,30,30
173.628,40122,40086,40089,40067,40017,40071,40077,40055,40023,40050,40224,40030,0,30,30,30
178.628,40118,40080,40077,40064,40016,40072,40078,40045,40020,40053,40230,40095,0,30,30,30
183.590,40114,40076,40078,40059,40008,40061,40070,40047,40013,40041,40213,40023,0,30,30,30
188.656,40105,40071,40073,40054,40009,40056,40058,40040,40010,40037,40213,40014,0,30,30,30
193.592,40102,40068,40067,40052,40001,40053,40068,40032,40009,40038,40209,40120,0,30,30,30
198.652,40099,40062,40065,40044,39993,40048,40052,40031,40001,40028,40204,40001,0,30,30,30
203.609,40097,40058,40059,40041,39996,40040,40058,40024,40000,40024,40194,40056,0,30,30,30
208.605,40091,40053,40059,40035,39984,40038,40051,40021,39992,40018,40191,40008,0,30,30,30
213.691,40086,40047,40049,40031,39987,40034,40039,40017,39987,40015,40194,39994,0,30,30,30
218.627,40084,40045,40046,40027,39981,40026,40045,40010,39984,40011,40182,40046,0,30,30,30
223.614,40077,40039,40044,40020,39977,40023,40037,40007,39979,40003,40178,40000,0,30,30,30
228.661,40071,40035,40032,40019,39972,40024,40036,40001,39974,40012,40186,40072,0,30,30,30
233.612,40069,40031,40032,40013,39968,40018,40023,40000,39970,39996,40177,39976,0,30,30,30
238.631,40067,40026,40030,40005,39958,40011,40024,39995,39966,39989,40166,39980,0,30,30,30
243.632,40056,40020,40022,40002,39961,40008,40012,39989,39959,39988,40172,39970,0,30,30,30
248.677,40058,40019,40025,40000,39954,40002,40012,39987,39955,39982,40158,39969,0,30,30,30
253.649,40047,40012,40016,39995,39950,40001,40001,39984,39950,39977,40158,39957,0,30,30,30
258.649,40046,40008,40011,39989,39942,39995,40003,39978,39946,39972,40153,39951,0,30,30,30
263.625,40041,40004,40003,39986,39940,39991,40003,39970,39947,39977,40155,40045,0,30,30,30
268.683,40035,39998,39998,39979,39937,39991,39995,39965,39939,39969,40152,39946,0,30,30,30
273.646,40034,39996,39996,39978,39932,39977,39997,39963,39936,39962,40139,40048,0,30,30,30
278.633,40033,39992,39995,39976,39929,39975,39991,39958,39933,39957,40133,39973,0,30,30,30
283.692,40023,39985,39985,39970,39925,39976,39986,39950,39929,39960,40143,40026,0,30,30,30
288.681,40021,39983,39989,39964,39919,39965,39979,39953,39920,39946,40124,39941,0,30,30,30
293.685,40015,39979,39983,39960,39911,39962,39978,39947,39918,39944,40122,39945,0,30,30,30
298.697,40011,39975,39978,39957,39907,39958,39974,39943,39915,39939,40117,39952,0,30,30,30
303.708,40008,39971,39973,39953,39908,39954,39968,39938,39909,39934,40116,39938,0,30,30,30
308.669,40003,39964,39966,39946,39902,39953,39961,39931,39905,39937,40121,39976,0,30,30,30
313.689,39995,39960,39964,39942,39895,39947,39950,39929,39899,39929,40111,39908,0,30,30,30
